id,gender,age,major,year_study,campus,gpa,internet_hours,smartphone_use,lms_use,ai_experience,pe1,pe2,pe3,pe4,ee1,ee2,ee3,ee4,si1,si2,si3,si4,fc1,fc2,fc3,fc4,dr1,dr2,dr3,dr4,tr1,tr2,tr3,tr4,bi1,bi2,bi3,au1,au2,au3
ST279,Female,20,Graphic Design,2,Da Nang,6.72,5.7,2,3,2,5,5,4,3,4,3,3,4,2,2,3,3,3,4,3,3,5,4,4,3,5,4,4,3,5,5,5,5,4,5
ST280,Female,24,Hospitality,2,Can Tho,8.02,5.6,2,4,2,4,5,4,4,3,4,4,4,3,1,2,3,2,2,3,3,4,3,2,2,5,5,4,4,5,3,5,2,3,2
ST281,Male,21,Logistics,2,Can Tho,7.55,7.8,5,3,1,5,4,5,5,4,3,4,3,3,1,3,2,3,5,3,3,3,4,2,5,5,5,5,3,5,4,4,4,2,4
ST282,Female,21,Business Administration,1,Da Nang,8.62,4.9,1,2,4,3,5,4,4,4,4,4,3,2,3,1,1,3,2,5,3,2,4,4,3,5,4,5,5,4,5,5,4,4,3
ST283,Female,21,Business Administration,1,Can Tho,7.15,7.4,4,3,4,3,3,5,4,5,4,5,5,4,3,5,3,2,4,3,2,5,4,5,4,4,4,4,5,4,5,4,2,4,4
ST284,Male,20,Business Administration,1,Da Nang,7.19,6.8,3,5,1,3,4,3,3,3,4,3,3,4,5,3,5,5,5,5,5,5,4,5,5,4,4,5,3,5,5,5,4,5,5
ST285,Male,19,Business Administration,2,Ha Noi,7.33,3.1,1,3,3,5,5,5,3,4,3,4,3,3,1,2,4,2,4,4,3,5,4,5,4,3,4,4,4,5,5,5,5,4,5
ST286,Female,18,Graphic Design,2,Ha Noi,6.1,8.7,2,2,3,4,4,5,5,5,5,5,5,4,2,3,4,2,2,3,4,4,3,4,5,4,4,4,4,5,3,4,3,4,3
ST287,Female,19,Digital Marketing,1,Can Tho,6.74,3.6,5,2,1,4,5,3,5,4,2,3,4,4,1,3,2,3,3,5,4,4,4,5,4,3,4,3,4,5,5,5,3,5,4
ST288,Female,23,Logistics,2,Ha Noi,6.83,2.7,1,2,1,4,4,3,3,2,3,4,3,5,5,5,4,2,2,3,2,5,4,4,3,5,4,4,3,5,5,5,4,4,3
ST289,Male,18,Hospitality,3,Da Nang,6.6,7.6,2,1,3,4,4,3,3,4,4,5,3,1,3,2,1,3,2,4,2,5,3,3,3,4,5,4,4,5,5,5,2,2,5
ST290,Female,18,Digital Marketing,3,Can Tho,7.58,4,3,1,0,4,5,5,5,4,5,5,4,3,2,2,2,3,3,4,3,3,4,4,3,4,5,5,4,5,5,5,4,4,4
ST291,Female,21,Logistics,1,Ha Noi,7.62,8.2,3,5,2,4,3,4,3,3,3,2,3,2,3,5,4,4,4,4,4,3,5,4,5,5,5,4,5,4,5,5,4,4,5
ST292,Male,20,Business Administration,2,Da Nang,7.24,7.4,4,4,4,4,3,4,3,4,4,3,4,2,2,3,2,4,2,3,3,5,4,5,4,4,3,4,4,5,5,5,5,5,4
ST293,Female,22,Digital Marketing,3,Can Tho,6.9,7.7,1,4,1,3,4,4,3,4,5,4,4,4,2,2,3,4,3,3,2,3,4,2,3,3,4,2,4,3,4,5,2,5,5
ST294,Female,23,Hospitality,1,Ho Chi Minh,7.48,5.1,3,2,3,1,4,3,3,5,5,4,3,2,1,3,3,4,2,3,3,5,2,4,2,5,4,4,2,4,5,5,3,4,4
ST295,Male,20,Digital Marketing,3,Can Tho,8.17,2.4,3,2,3,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,2,5,4,4,3,4,4,4,5,4,5,5,5,5,5
ST296,Female,19,Digital Marketing,2,Ha Noi,7.72,4,4,5,2,4,5,5,4,3,3,3,2,3,4,3,2,3,5,3,2,5,4,4,5,5,5,4,5,5,4,4,5,4,3
ST297,Female,22,Business Administration,1,Ha Noi,7.44,6.1,3,2,1,5,4,5,2,4,4,5,4,4,4,4,5,2,3,1,1,5,5,3,4,5,5,4,4,4,3,5,5,4,5
ST298,Female,23,Business Administration,3,Ha Noi,8.39,3.4,4,2,4,5,5,5,3,2,4,2,3,3,3,3,4,3,3,5,4,5,4,5,5,3,4,5,3,4,4,5,5,5,5
ST299,Male,18,Digital Marketing,1,Ha Noi,6.8,2.1,2,5,3,4,5,4,5,4,5,5,5,4,4,2,2,4,3,3,3,5,5,5,4,4,4,2,5,5,4,5,4,5,4
ST300,Male,23,Business Administration,3,Ho Chi Minh,6.33,5.2,2,1,2,4,4,3,5,3,3,2,3,3,2,3,4,3,3,2,3,3,4,5,4,5,5,4,4,5,5,5,5,4,5
